sim_type,pulse_shape,bin_width_ms,peak_amplitude,position,angle,trigger,sim_det,base_det,analysis_det,num_analysis_det,background_level,total_sim,successful_runs,failed_runs,median_mvt_ms,mvt_err_lower,mvt_err_upper,all_median_mvt_ms,all_mvt_err_lower,all_mvt_err_upper,mean_src_counts,mean_bkgd_counts,mean_src_counts_total,mean_src_counts_template,mean_src_counts_feature,mean_bkgd_counts_feature_local,mean_back_avg_cps,MVT_snr,MVT_snr_position,S_flu,S_flu_total,S_flu_template,S_flu_feature_avg,S_flu_feature_local,S16,S32,S64,S128,S16_total,S32_total,S64_total,S128_total,S16_template,S32_template,S64_template,S128_template,S16_feature,S32_feature,S64_feature,S128_feature,sigma,center_time,width,peak_time_ratio,start_time,rise_time,decay_time
function,gaussian,0.0001,2000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,293,7,0.412,0.069,0.006,0.412,0.069,0.0452,2504.1,2.57,-999,-999,-999,-999,1006.14,1241.92,-999,1467.07,-999,-999,-999,-999,49.65,0.0,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.5,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,100.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,274,26,1.044,0.1843,0.1843,1.0465,0.1805,0.1947,249.64,5.61,-999,-999,-999,-999,1015.47,92.71,-999,101.79,-999,-999,-999,-999,15.28,14.85,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,20.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,272,28,1.5205,0.3397,0.2664,1.6245,0.4277,0.3695,49.79,5.59,-999,-999,-999,-999,1010.44,23.22,-999,20.39,-999,-999,-999,-999,6.07,5.48,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,2.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,12,288,4.918,2.5038,2.4534,23.53,17.663,41.0621,6.83,6.33,-999,-999,-999,-999,1126.67,4.42,-999,2.64,-999,-999,-999,-999,1.62,0.94,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,500.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,296,4,0.874,0.136,0.096,0.8745,0.1365,0.0955,1252.05,5.56,-999,-999,-999,-999,1007.16,452.7,-999,513.11,-999,-999,-999,-999,35.15,34.93,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,200.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,286,14,0.969,0.1194,0.079,0.971,0.1192,0.082,499.92,5.6,-999,-999,-999,-999,1014.34,184.44,-999,204.09,-999,-999,-999,-999,21.99,21.66,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,300.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,291,9,0.878,0.1396,0.157,0.879,0.1392,0.158,751.05,5.58,-999,-999,-999,-999,1004.67,272.07,-999,308.04,-999,-999,-999,-999,27.1,26.82,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,5.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,113,187,2.367,0.6801,1.183,5.544,3.4868,17.0346,14.27,5.38,-999,-999,-999,-999,975.58,7.71,-999,5.93,-999,-999,-999,-999,2.53,2.07,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,0.5,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,5,295,12.846,2.1404,4.5678,20.215,13.7254,49.1086,1.2,5.2,-999,-999,-999,-999,924.0,4.7,-999,0.5,-999,-999,-999,-999,1.76,-0.02,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,1.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,8,292,9.946,7.656,6.173,23.631,15.396,41.6776,2.38,5.62,-999,-999,-999,-999,987.5,4.6,-999,0.95,-999,-999,-999,-999,1.58,0.13,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,50.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,260,40,1.2175,0.2806,0.2335,1.2285,0.2325,0.2337,124.55,5.6,-999,-999,-999,-999,1010.46,52.55,-999,50.97,-999,-999,-999,-999,10.46,9.93,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,0.1,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,5,295,9.858,1.2308,6.6761,16.465,9.706,59.024,0.0,5.4,-999,-999,-999,-999,952.0,4.37,-999,0.0,-999,-999,-999,-999,1.53,-0.76,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,3.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,39,261,3.389,1.3734,6.0484,16.054,11.6627,27.6347,9.67,5.33,-999,-999,-999,-999,966.15,5.57,-999,4.03,-999,-999,-999,-999,1.95,1.47,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,0.2,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,5,295,9.862,1.1783,4.5046,16.2555,9.5763,41.1309,0.6,5.2,-999,-999,-999,-999,948.0,4.38,-999,0.25,-999,-999,-999,-999,1.51,-0.67,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,10.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,237,63,1.801,0.403,0.5486,1.9895,0.555,0.9588,24.98,5.58,-999,-999,-999,-999,1008.27,11.72,-999,10.24,-999,-999,-999,-999,3.8,3.31,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,0.3,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,4,296,14.787,4.9088,2.9411,17.352,10.7898,44.1766,0.75,5.25,-999,-999,-999,-999,970.0,4.78,-999,0.3,-999,-999,-999,-999,1.54,0.08,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,1000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,300,0,0.875,0.014,0.092,0.875,0.014,0.092,2504.95,5.54,-999,-999,-999,-999,1004.4,910.49,-999,1028.75,-999,-999,-999,-999,49.88,49.72,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,300.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,243,57,2.436,0.426,0.034,2.433,0.7763,0.0466,2255.67,17.48,-999,-999,-999,-999,999.75,450.44,-999,533.15,-999,-999,-999,-999,45.92,47.15,46.82,46.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,3.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,140,160,5.959,1.8293,3.5718,11.06,6.2588,30.4493,23.65,17.49,-999,-999,-999,-999,998.24,8.61,-999,5.6,-999,-999,-999,-999,3.64,3.15,2.42,1.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,0.2,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,4,296,34.573,7.7222,7.2589,33.777,26.3869,177.4896,2.25,16.75,-999,-999,-999,-999,953.33,7.0,-999,0.54,-999,-999,-999,-999,2.11,2.49,1.69,0.31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,100.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,229,71,2.485,0.4771,0.4505,2.492,0.5173,0.4753,750.08,17.7,-999,-999,-999,-999,1008.7,149.4,-999,176.45,-999,-999,-999,-999,26.26,26.8,26.26,25.28,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,20.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,250,50,3.448,0.9657,0.6642,3.4515,0.9725,0.7061,149.35,17.62,-999,-999,-999,-999,1006.51,35.78,-999,35.16,-999,-999,-999,-999,11.23,11.03,10.15,8.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,500.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,257,43,2.081,0.0572,0.371,2.2465,0.2445,0.2085,3756.99,17.44,-999,-999,-999,-999,994.53,683.59,-999,889.88,-999,-999,-999,-999,59.33,61.03,60.76,60.27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,200.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,235,65,2.445,0.4407,0.288,2.4455,0.665,0.2978,1500.36,17.65,-999,-999,-999,-999,1006.38,303.2,-999,353.38,-999,-999,-999,-999,37.35,38.31,37.91,37.16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,10.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,233,67,4.069,1.135,0.79,4.1395,1.1653,1.4328,74.0,17.53,-999,-999,-999,-999,1000.92,20.24,-999,17.46,-999,-999,-999,-999,7.5,7.13,6.17,5.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,0.5,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,6,294,22.7605,5.2567,15.5941,65.648,52.5289,73.199,5.17,16.83,-999,-999,-999,-999,965.55,6.22,-999,1.25,-999,-999,-999,-999,2.06,1.77,1.37,0.44,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,1.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,11,289,15.945,9.6492,22.5122,49.841,33.9501,144.6666,10.36,17.09,-999,-999,-999,-999,978.79,6.14,-999,2.48,-999,-999,-999,-999,2.3,1.91,1.67,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,0.3,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,4,296,30.2885,7.736,11.4217,45.196,30.7638,141.3592,3.5,16.5,-999,-999,-999,-999,940.0,6.71,-999,0.85,-999,-999,-999,-999,2.11,2.14,1.66,0.39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,50.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,243,57,2.9,0.6459,0.3553,2.906,0.8966,0.4332,374.0,17.65,-999,-999,-999,-999,1007.33,80.13,-999,88.06,-999,-999,-999,-999,18.36,18.54,17.82,16.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,5.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,229,71,4.881,1.375,1.8312,5.505,1.9478,2.3888,36.99,17.54,-999,-999,-999,-999,1001.31,11.69,-999,8.74,-999,-999,-999,-999,4.83,4.38,3.55,2.84,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,0.1,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,4,296,31.619,4.8887,7.716,37.998,29.0672,157.6258,0.75,16.5,-999,-999,-999,-999,945.0,6.69,-999,0.18,-999,-999,-999,-999,1.89,2.37,1.4,0.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,2.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,61,239,8.155,3.1222,11.5492,27.3865,19.1643,69.3394,17.67,17.43,-999,-999,-999,-999,997.27,6.53,-999,4.18,-999,-999,-999,-999,3.05,2.64,1.95,1.38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,1000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,280,20,2.063,0.03,0.3794,2.063,0.0353,0.38,7515.94,17.64,-999,-999,-999,-999,1004.74,1394.08,-999,1772.51,-999,-999,-999,-999,83.97,86.5,86.31,85.96,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,2000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,300,0,0.874,0.007,0.0082,0.874,0.007,0.0082,5010.24,5.54,-999,-999,-999,-999,1004.27,1818.26,-999,2056.71,-999,-999,-999,-999,70.66,70.55,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,3000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,300,0,0.875,0.0062,0.005,0.875,0.0062,0.005,7516.23,5.6,-999,-999,-999,-999,1005.4,2734.66,-999,3085.72,-999,-999,-999,-999,86.6,86.51,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,5000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,300,0,0.876,0.005,0.003,0.876,0.005,0.003,12528.38,5.57,-999,-999,-999,-999,1007.53,4554.23,-999,5136.36,-999,-999,-999,-999,111.85,111.78,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,5000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,300,0,2.062,0.006,0.372,2.062,0.006,0.372,37589.63,17.64,-999,-999,-999,-999,1005.96,6971.48,-999,8857.53,-999,-999,-999,-999,188.19,193.78,193.69,193.55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,3000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,299,1,2.061,0.009,0.375,2.061,0.009,0.375,22552.11,17.64,-999,-999,-999,-999,1006.29,4189.44,-999,5312.51,-999,-999,-999,-999,145.61,150.05,149.94,149.74,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.001,2000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,293,7,2.061,0.013,0.376,2.061,0.0132,0.376,15036.13,17.48,-999,-999,-999,-999,1000.32,2805.73,-999,3554.63,-999,-999,-999,-999,118.96,122.47,122.34,122.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,5.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,240,60,12.066,3.6751,2.5378,12.186,3.532,3.709,124.37,59.54,-999,-999,-999,-999,999.9,19.41,-999,16.07,-999,-999,-999,-999,7.51,8.0,7.12,5.95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,1000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,300,0,7.283,0.03,0.023,7.283,0.03,0.023,25059.21,59.64,-999,-999,-999,-999,1001.79,2603.02,-999,3234.93,-999,-999,-999,-999,118.54,133.28,133.58,133.34,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,0.5,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,20,280,59.4905,25.6114,40.3955,137.951,93.706,429.2018,13.05,59.2,-999,-999,-999,-999,993.7,9.65,-999,1.7,-999,-999,-999,-999,2.19,2.28,1.92,1.47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,1.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,53,247,32.979,13.3336,44.2278,111.613,78.6292,235.9019,26.43,59.34,-999,-999,-999,-999,997.06,9.6,-999,3.42,-999,-999,-999,-999,2.92,2.94,2.38,1.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,100.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,240,60,7.3505,0.2086,1.3165,7.338,1.3758,1.3462,2503.79,59.64,-999,-999,-999,-999,1002.1,256.77,-999,323.14,-999,-999,-999,-999,37.26,41.76,41.52,40.81,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,50.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,230,70,8.3105,3.944,0.4583,7.7175,3.3496,1.9355,1251.46,59.7,-999,-999,-999,-999,1003.33,135.66,-999,161.43,-999,-999,-999,-999,26.2,29.28,28.88,27.95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,10.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,233,67,10.313,2.9081,1.9017,10.3305,2.9802,2.0251,249.74,59.65,-999,-999,-999,-999,1002.19,32.85,-999,32.23,-999,-999,-999,-999,11.19,12.24,11.43,10.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,2.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,195,105,17.576,5.3243,6.9284,20.1395,6.2928,16.7909,49.65,59.43,-999,-999,-999,-999,998.65,10.91,-999,6.42,-999,-999,-999,-999,4.2,4.27,3.52,2.72,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,500.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,288,12,7.2755,0.0535,0.0386,7.274,0.0573,0.0412,12528.79,59.56,-999,-999,-999,-999,1000.5,1307.46,-999,1618.16,-999,-999,-999,-999,83.78,94.2,94.33,93.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,0.1,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,7,293,56.245,35.748,101.0885,166.096,136.2477,510.6788,2.43,58.29,-999,-999,-999,-999,981.43,9.0,-999,0.32,-999,-999,-999,-999,2.22,1.91,1.64,1.23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,3.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,237,63,14.47,4.1014,5.2486,14.778,4.3023,5.5446,74.94,59.36,-999,-999,-999,-999,997.21,13.78,-999,9.7,-999,-999,-999,-999,5.46,5.69,4.85,3.89,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,20.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,233,67,8.731,2.5259,1.6748,8.7805,2.6655,1.6984,499.28,59.68,-999,-999,-999,-999,1002.46,59.85,-999,64.43,-999,-999,-999,-999,16.26,18.03,17.37,16.16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,0.2,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,7,293,56.167,26.4474,84.6271,154.691,122.7894,448.5801,4.43,58.57,-999,-999,-999,-999,986.0,9.08,-999,0.58,-999,-999,-999,-999,2.0,1.97,1.69,1.13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,200.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,259,41,7.301,0.126,1.306,7.2995,1.2487,1.3115,5006.17,59.64,-999,-999,-999,-999,1002.2,516.04,-999,646.05,-999,-999,-999,-999,52.9,59.4,59.32,58.81,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,300.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,275,25,7.276,0.082,0.0573,7.2695,0.1284,0.0675,7513.69,59.74,-999,-999,-999,-999,1003.99,784.07,-999,968.77,-999,-999,-999,-999,64.81,72.79,72.81,72.38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.01,0.3,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,9,291,39.922,14.3198,95.728,188.7965,156.1831,610.6047,8.56,58.33,-999,-999,-999,-999,980.0,8.18,-999,1.12,-999,-999,-999,-999,2.13,2.18,1.63,1.22,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,0.3,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,15,285,140.879,69.5466,133.6095,360.319,225.9858,954.9828,23.93,180.27,-999,-999,-999,-999,1004.71,14.01,-999,1.78,-999,-999,-999,-999,2.38,2.56,2.74,2.47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,5.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,234,66,29.922,11.4875,4.3419,30.1135,9.329,6.263,374.61,179.29,-999,-999,-999,-999,998.74,30.17,-999,27.95,-999,-999,-999,-999,8.21,11.15,14.0,13.55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,0.2,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,8,292,118.4595,33.6467,142.2602,313.099,231.345,1045.768,16.88,180.62,-999,-999,-999,-999,1006.42,12.79,-999,1.25,-999,-999,-999,-999,2.22,2.34,2.57,2.53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,3.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,232,68,31.25,7.1711,6.9634,35.4855,10.6245,7.9401,224.04,179.46,-999,-999,-999,-999,999.76,20.7,-999,16.71,-999,-999,-999,-999,6.11,8.14,10.14,9.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,0.1,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,5,295,244.012,134.5116,123.0888,392.7105,278.7958,1483.9903,8.6,180.4,-999,-999,-999,-999,1006.8,17.0,-999,0.64,-999,-999,-999,-999,2.21,2.27,2.75,2.28,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.0,-999,-999,-999,-999,-999,-999
