sim_type,pulse_shape,bin_width_ms,peak_amplitude,peak_amp_relative,overall_amplitude,position,padding,angle,trigger,background_level,sim_det,base_det,analysis_det,num_analysis_det,total_sim,successful_runs,failed_runs,median_mvt_ms,mvt_err_lower_ms,mvt_err_upper_ms,all_median_mvt_ms,all_mvt_err_lower_ms,all_mvt_err_upper_ms,mean_src_counts,mean_bkgd_counts,mean_src_counts_total,mean_src_counts_template,mean_src_counts_feature,mean_bkgd_counts_feature_local,mean_back_avg_cps,MVT_snr,MVT_snr_position,S_flu,S_flu_total,S_flu_template,S_flu_feature_avg,S_flu_feature_local,sigma_feature,center_time_feature,sigma,center_time,width,peak_time_ratio,start_time,rise_time,decay_time
function,complex_pulse_short,0.01,400,4,100,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,297,3,2.587,0.453,0.4696,2.588,0.454,0.471,-999,7998.61,520594.91,517588.91,3006.01,17.94,999.83,606.26,606.26,-999,5821.2,5787.59,87.41,724.78,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,400,4,100,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,300,0,2.6105,0.0777,0.4405,2.6105,0.0777,0.4405,-999,7998.24,520591.49,517585.81,3005.68,2687.16,999.78,856.22,856.22,-999,5821.3,5787.69,87.4,57.99,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,50,5,10,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,245,55,3.503,0.9319,0.785,3.5765,0.9658,1.4644,-999,7994.55,52145.25,51769.28,375.97,17.33,999.32,87.8,87.8,-999,583.23,579.02,32.42,91.96,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,10,1,10,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,103,197,39.285,26.4687,25.9259,46.5105,18.8257,34.4756,-999,7983.66,51819.28,51745.48,73.81,284.24,997.96,143.7,109.37,-999,579.98,579.15,6.37,4.38,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,150,3,50,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,272,28,3.0565,0.8121,0.6164,3.0825,0.6179,0.7315,-999,8000.1,259912.51,258785.7,1126.81,1351.98,1000.01,374.64,374.61,-999,2906.03,2893.43,45.99,30.65,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,0.05,0.01,5,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,179,121,68.91,20.8284,22.6544,77.689,27.1502,41.9989,-999,7997.44,25881.03,25880.69,0.34,151.39,999.68,98.13,62.62,-999,289.42,289.41,0.04,0.03,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,6,3,2,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,95,205,65.035,47.9184,29.9472,73.447,32.0636,62.8959,-999,7985.89,10381.01,10337.47,43.54,70.59,998.24,43.98,35.51,-999,116.17,115.68,6.78,5.2,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,40,4,10,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,236,64,4.061,1.1204,1.0254,4.3215,1.2479,1.6939,-999,7994.05,52074.33,51773.08,301.25,17.26,999.26,67.62,67.08,-999,582.45,579.08,25.97,73.84,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,50,5,10,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,265,35,3.515,0.988,0.752,3.5685,1.0199,0.8278,-999,7992.42,52137.34,51762.09,375.26,284.1,999.05,111.71,111.3,-999,583.21,579.02,32.36,22.29,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,5,1,5,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,171,129,68.386,20.7004,21.6868,77.29,27.0728,46.3587,-999,7997.57,25919.15,25882.3,36.85,18.27,999.7,97.83,12.82,-999,289.84,289.43,4.22,8.8,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,200,4,50,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,295,5,2.98,0.8363,0.1469,2.989,0.8317,0.148,-999,7999.97,260281.13,258779.15,1501.98,1351.67,1000.0,447.45,447.39,-999,2910.17,2893.37,61.3,40.86,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,50,1,50,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,177,123,5.936,1.5567,1.5975,7.248,2.2656,8.3879,-999,8000.98,259211.31,258834.27,377.03,1353.36,1000.12,287.96,284.79,-999,2898.01,2893.8,15.39,10.25,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,200,2,100,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,240,60,3.731,0.8191,0.636,4.1465,1.1713,1.0195,-999,8001.29,519061.28,517559.79,1501.49,17.86,1000.16,444.25,301.76,-999,5803.08,5786.3,43.66,362.99,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,12,3,4,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,128,172,7.002,1.9813,3.2796,16.5245,10.3906,21.1618,-999,8008.67,20811.09,20719.05,92.03,128.77,1001.08,39.93,39.86,-999,232.56,231.53,11.44,8.13,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,12,3,4,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,77,223,67.304,30.6495,17.4896,63.813,26.9052,40.622,-999,7994.29,20745.32,20658.55,86.78,17.96,999.29,79.44,19.19,-999,232.04,231.07,10.81,20.99,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,3,1,3,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,146,154,77.41,27.5438,19.4854,84.659,27.8274,60.4777,-999,7999.77,15553.77,15531.45,22.32,96.42,999.97,66.1,50.85,-999,173.91,173.66,3.07,2.28,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,15,3,5,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,71,229,47.053,39.872,29.4016,48.955,23.7862,36.9668,-999,8005.89,25944.14,25833.32,110.82,19.25,1000.74,82.42,23.24,-999,289.97,288.74,12.7,25.64,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,20,5,4,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,223,77,4.415,0.8959,0.9488,4.988,1.3622,2.2305,-999,8004.49,20857.57,20706.53,151.04,124.57,1000.56,51.15,51.09,-999,233.14,231.45,18.79,13.57,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,12,4,3,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,81,219,56.392,50.5034,37.876,55.9525,32.5283,40.6169,-999,7997.4,15596.91,15507.81,89.1,17.85,999.67,57.35,19.27,-999,174.41,173.42,12.25,21.45,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,250,5,50,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,300,0,2.61,0.126,0.4562,2.61,0.126,0.4562,-999,8000.23,260663.23,258784.79,1878.44,1352.33,1000.03,494.59,493.71,-999,2914.39,2893.39,76.67,51.09,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,25,5,5,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,235,65,4.163,1.1588,0.9627,4.303,1.1962,1.8456,-999,8002.45,26070.16,25882.36,187.8,150.85,1000.31,63.77,63.77,-999,291.44,289.34,21.5,15.33,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,6,2,3,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,114,186,59.604,31.5472,25.2148,69.8435,28.9439,46.5346,-999,7991.26,15565.58,15521.45,44.13,95.46,998.91,58.71,44.36,-999,174.13,173.64,6.07,4.53,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,2,1,2,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,159,141,93.339,33.9621,24.7919,100.1085,32.332,77.5082,-999,8000.67,10348.05,10333.46,14.59,70.8,1000.08,51.39,38.69,-999,115.7,115.53,2.27,1.74,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,0.04,0.01,4,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,172,128,71.7645,18.3852,23.0077,81.092,25.6066,40.0243,-999,8009.15,20698.79,20698.51,0.28,124.9,1001.14,81.91,56.47,-999,231.3,231.29,0.03,0.03,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,1,1,1,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,152,148,153.1895,56.6774,77.2265,191.976,78.2318,119.8758,-999,7998.52,5185.52,5178.26,7.26,18.1,999.81,38.77,13.17,-999,57.98,57.9,1.33,1.74,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,8,4,2,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,84,216,13.6115,7.7881,61.0123,43.4725,30.3941,55.5555,-999,8004.14,10400.27,10340.96,59.31,72.12,1000.52,29.91,29.89,-999,116.25,115.59,9.23,7.01,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,0.03,0.01,3,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,169,131,80.249,23.4677,21.7654,89.7935,28.9113,56.2899,-999,7999.98,15533.79,15533.59,0.2,97.78,1000.0,67.12,49.26,-999,173.68,173.68,0.03,0.02,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,100,1,100,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,225,75,4.964,1.216,1.0866,5.23,1.0358,2.5582,-999,8001.54,518311.85,517561.68,750.17,2685.7,1000.19,514.47,509.16,-999,5794.61,5786.22,21.81,14.48,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,12,4,3,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,169,131,6.074,1.7201,2.6067,8.6695,3.6387,20.8269,-999,8005.07,15633.7,15542.11,91.6,98.89,1000.63,35.09,34.98,-999,174.74,173.72,12.58,9.24,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,5,5,1,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,116,184,136.0425,55.8787,83.1087,166.229,73.5049,149.5339,-999,7989.12,5203.78,5167.52,36.26,17.83,998.64,36.72,14.94,-999,58.22,57.82,6.66,8.79,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,20,2,10,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,160,140,6.9855,2.3486,2.6762,9.926,4.0886,10.95,-999,7994.84,51929.86,51778.84,151.02,286.28,999.35,73.8,72.86,-999,580.81,579.12,13.02,8.93,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,5,5,1,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,101,199,93.035,58.578,49.174,116.583,58.2449,99.969,-999,7983.77,5207.24,5170.97,36.27,43.18,997.97,31.06,26.9,-999,58.28,57.87,6.66,5.56,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,25,5,5,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,229,71,4.254,1.1946,1.0315,4.7935,1.3374,1.9047,-999,8001.94,26072.38,25884.27,188.12,18.32,1000.24,49.06,49.06,-999,291.48,289.37,21.54,44.91,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,0.02,0.01,2,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,172,128,97.0245,28.8327,33.6081,106.4665,36.3157,71.4526,-999,8001.38,10342.52,10342.37,0.15,18.47,1000.17,52.26,10.04,-999,115.63,115.63,0.02,0.04,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,0.5,0.01,50,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,186,114,41.072,12.8766,9.0272,41.23,16.5468,13.947,-999,8002.67,258768.99,258765.33,3.66,18.1,1000.33,695.57,6.97,-999,2892.76,2892.72,0.15,0.87,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,4,2,2,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,123,177,80.372,40.6314,24.9517,93.4045,36.8957,91.9417,-999,7993.41,10367.24,10337.68,29.55,69.93,999.18,48.23,39.27,-999,115.96,115.63,4.6,3.55,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,3,3,1,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,141,159,144.678,50.3568,84.5106,190.7985,84.2106,116.9668,-999,7994.93,5197.84,5175.47,22.37,17.9,999.37,37.78,13.93,-999,58.13,57.88,4.11,5.41,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,0.5,0.01,50,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,188,112,41.0835,13.2462,8.873,41.2815,17.3627,14.0669,-999,8002.49,258767.68,258764.02,3.66,1353.08,1000.31,695.71,477.96,-999,2892.78,2892.74,0.15,0.1,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,2,2,1,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,149,151,149.256,53.6894,79.9642,186.833,74.9592,115.7724,-999,7998.12,5191.42,5176.48,14.94,17.95,999.76,37.88,13.55,-999,58.05,57.88,2.74,3.62,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,500,5,100,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,300,0,2.585,0.054,0.4226,2.585,0.054,0.4226,-999,7998.24,521342.8,517585.81,3756.99,17.95,999.78,775.31,775.31,-999,5829.7,5787.69,109.25,905.48,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,5,1,5,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,140,160,59.748,19.8633,20.5861,68.385,23.4352,38.1295,-999,7989.64,25915.45,25878.63,36.82,149.75,998.71,91.93,65.66,-999,289.94,289.53,4.22,3.02,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,100,1,100,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,60,240,6.163,1.7137,16.4846,18.5495,10.4886,14.4143,-999,8003.28,518353.07,517600.63,752.43,17.42,1000.41,558.68,169.6,-999,5794.41,5786.0,21.88,184.01,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,9,3,3,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,84,216,14.562,7.6644,54.0344,40.0225,25.1642,45.2935,-999,7999.07,15587.39,15519.55,67.85,98.95,999.88,33.68,32.19,-999,174.29,173.53,9.32,6.84,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,15,5,3,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,134,166,5.128,1.0437,2.4494,10.4445,5.6067,43.1955,-999,8016.65,15662.47,15546.93,115.54,18.7,1002.08,32.28,32.28,-999,174.94,173.65,15.86,27.22,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,0.05,0.01,5,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,178,122,69.0025,20.9162,22.6691,77.3595,26.9577,42.3284,-999,7998.35,25881.63,25881.3,0.34,18.35,999.79,98.19,8.38,-999,289.41,289.4,0.04,0.08,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,1.0,0.01,100,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,191,109,40.07,14.7962,6.1216,35.05,13.8197,13.3062,-999,7999.76,517570.5,517563.41,7.08,2687.98,999.97,1364.86,892.52,-999,5786.97,5786.89,0.21,0.14,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,16,4,4,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,92,208,5.8875,1.7086,4.1495,25.5005,19.6048,28.7755,-999,8025.16,20857.99,20734.32,123.67,18.92,1003.15,30.63,28.87,-999,232.84,231.46,15.37,29.07,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,100,2,50,4.5,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,220,80,4.3835,0.8593,1.4057,4.988,1.3863,2.2122,-999,8003.03,259561.82,258809.3,752.53,18.04,1000.38,245.91,160.03,-999,2901.56,2893.15,30.71,181.11,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,16,4,4,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,197,103,5.142,1.025,1.8559,6.013,1.7568,6.384,-999,8009.89,20836.52,20715.11,121.41,125.4,1001.24,44.22,44.01,-999,232.83,231.47,15.1,10.87,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
function,complex_pulse_short,0.01,0.01,0.01,1,6.2,-999,0,99999999,1,['nx'],['nx'],['nx'],1,300,158,142,153.4905,57.7479,76.719,186.735,73.7824,109.7099,-999,7998.04,5179.35,5179.28,0.08,44.89,999.76,38.82,31.28,-999,57.92,57.92,0.01,0.01,0.003,0.0,-999,-999,-999,-999,-999,-999,-999
